candidate_id,source_state,source_file,source_row,facility_name,property_name,property_address,city,county_fips,county_name,region_id,latitude,longitude,secondary_type,building_class,building_status,availability_class,is_directly_usable_by_status,has_listed_available_space,is_primary_regional_hub_candidate,rba_sf,usable_available_space_sf,total_available_space_sf,direct_available_space_sf,direct_vacant_space_sf,meets_min_available_space_20k,percent_leased,typical_floor_size_sf,ceiling_height_raw,column_spacing,number_loading_docks,drive_ins,rail_lines,capacity_available_kw,power,sprinklers,water,sewer,parking_ratio,parking_spaces,year_built,year_renovated
T4-MA-00097,MA,MA.csv,97,"63 Jackson St, Holyoke, MA",,63 Jackson St,Holyoke,25013,Hampden,39,42.1977234,-72.6137006,Warehouse,B,Existing,direct_existing_facility,True,True,True,356032,50000.0,50000.0,50000.0,50000,True,85.96,50000.0,,,8.0,,,,,Wet,Yes,Yes,0.11,32.0,1923.0,
T4-MA-00099,MA,MA.csv,99,"275 John Hancock Rd, Taunton, MA",,275 John Hancock Rd,Taunton,25005,Bristol,33,41.9421609,-71.1355325,Distribution,A,Existing,direct_existing_facility,True,True,True,239923,92093.0,92093.0,92093.0,92093,True,61.62,238846.0,"30'0""",50'w x 42'd,38.0,3,,,2500a/277-480v 3p 4w,ESFR,City,City,0.98,234.0,2001.0,
T4-MA-00103,MA,MA.csv,103,"100 Justin Dr, Chelsea, MA",,100 Justin Dr,Chelsea,25025,Suffolk,26,42.393383,-71.046946,Distribution,C,Existing,direct_existing_facility,True,True,True,262858,262858.0,262858.0,262858.0,262858,True,0.0,131429.0,"16'0""",25'w x 20'd,14.0,,,,4000a/277v 3p 4w,,City,,1.17,308.0,1980.0,
T4-MA-00104,MA,MA.csv,104,Bldg A,Bldg A,140 Laurel St,East Bridgewater,25023,Plymouth,33,42.0255094,-70.9777602,Warehouse,A,Existing,direct_existing_facility,True,True,True,468996,468996.0,468996.0,468996.0,0,True,100.0,468996.0,"29'0""",32'w x 40'd,76.0,4,CSX,,3000a/480v 3p 4w,Wet,City,City,1.04,487.0,1972.0,
T4-MA-00106,MA,MA.csv,106,"21 Lincoln St, West Bridgewater, MA",,21 Lincoln St,West Bridgewater,25023,Plymouth,33,42.0102215,-71.0376501,Warehouse,A,Existing,direct_existing_facility,True,True,True,350000,350000.0,350000.0,350000.0,350000,True,0.0,350000.0,"36'0""",40'w x 52'd,71.0,"2/14'0""w x 16'0""h",,,4000a/480v,ESFR,City,City,1.13,395.0,2024.0,
T4-MA-00107,MA,MA.csv,107,"57 Littlefield St, Avon, MA",,57 Littlefield St,Avon,25021,Norfolk,26,42.1267425,-71.0290043,Warehouse,B,Existing,direct_existing_facility,True,True,True,383225,294969.0,294969.0,294969.0,294969,True,23.03,191613.0,"24'0""",30'w x 30'd,59.0,"1/10'0""w x 14'0""h",,,1200a/277-480v 3p 4w,Wet,City,Septic Field,0.4,152.0,1974.0,
T4-MA-00114,MA,MA.csv,114,"400 Manley St, West Bridgewater, MA",,400 Manley St,West Bridgewater,25023,Plymouth,33,42.0381979,-71.0590313,Warehouse,C,Existing,direct_existing_facility,True,True,True,216400,127523.0,127523.0,127523.0,127523,True,41.07,216400.0,"28'0""",32'w x 40'd,17.0,1,,,1600a/277-480v,Wet,,Septic Field,1.02,221.0,1986.0,
T4-MA-00116,MA,MA.csv,116,Building III,Building III,25 Maple St,Stoughton,25021,Norfolk,26,42.1401962,-71.0756129,Distribution,A,Existing,direct_existing_facility,True,True,True,412363,412363.0,412363.0,412363.0,412363,True,0.0,412363.0,"42'0""",54'w x 56'd,77.0,4,,,,ESFR,Yes,Yes,0.12,50.0,2026.0,
T4-MA-00117,MA,MA.csv,117,Building I,Building I,25 Maple St,Stoughton,25021,Norfolk,26,42.1400978,-71.074649,Distribution,B,Existing,direct_existing_facility,True,True,True,275062,275062.0,275062.0,275062.0,275062,True,0.0,275062.0,"36'0""",50'w x 56'd,51.0,2,,,,ESFR,,,,,2026.0,
T4-MA-00121,MA,MA.csv,121,Bldg 100,Bldg 100,100-180 Meadow Rd,Boston,25025,Suffolk,26,42.231069,-71.133125,Warehouse,B,Existing,direct_existing_facility,True,True,True,450919,113945.0,,,113945,True,74.73,450919.0,"32'0""",42'w x 42'd,163.0,1,CSX,,800a/277-480v 3p,ESFR,City,City,0.25,112.0,1970.0,1987.0
T4-MA-00122,MA,MA.csv,122,"160 Mechanic St, Bellingham, MA",,160 Mechanic St,Bellingham,25021,Norfolk,26,42.0862811,-71.4604956,Distribution,A,Existing,direct_existing_facility,True,True,True,345000,32400.0,32400.0,0.0,0,True,100.0,345000.0,"36'0""",50'w x 54'd,70.0,3,,,4000a/277-480v,ESFR,,,0.66,277.0,2021.0,
T4-MA-00162,MA,MA.csv,162,"140 Summit St, Peabody, MA",,140 Summit St,Peabody,25009,Essex,17,42.5209542,-70.9488986,Distribution,A,Existing,direct_existing_facility,True,True,True,461604,461604.0,461604.0,0.0,0,True,100.0,153868.0,"37'6""",,24.0,"1/12'0""w x 14'0""h",,,,Wet,,,0.65,300.0,1997.0,
T4-MA-00171,MA,MA.csv,171,"625 University Ave, Norwood, MA",,625 University Ave,Norwood,25021,Norfolk,26,42.2007437,-71.1687374,Warehouse,B,Existing,direct_existing_facility,True,True,True,439863,221606.0,221606.0,221606.0,98913,True,77.51,439863.0,"21'0""",48'w x 38'd,89.0,"6/14'0""w x 14'0""h",,,3200a/480v 3p 4w,Wet,City,City,0.29,127.0,1969.0,1989.0
T4-MA-00186,MA,MA.csv,186,"415 Wildwood Ave, Woburn, MA",,415 Wildwood Ave,Woburn,25017,Middlesex,16,42.495897,-71.137361,Warehouse,B,Existing,direct_existing_facility,True,True,True,244710,244710.0,244710.0,244710.0,244710,True,0.0,244710.0,"30'0""",30'w x 50'd,30.0,"2/12'0""w x 14'0""h",,,2000a 3p,Wet,,,1.66,410.0,1980.0,
T4-MD-00001,MD,MD.csv,1,Snowden Distribution Center,Snowden Distribution Center,9325 Snowden River Pky,Columbia,24027,Howard,8,39.1741968,-76.8362706,Warehouse,B,Existing,direct_existing_facility,True,True,True,475074,163118.0,163118.0,163118.0,163118,True,65.66,237537.0,"21'4""",40'w x 60'd,39.0,"7/10'0""w x 12'0""h",,,480v 3p,Wet,City,City,1.2,395.0,1968.0,2004.0
T4-MD-00002,MD,MD.csv,2,"6930 San Tomas Rd, Elkridge, MD",,6930 San Tomas Rd,Elkridge,24027,Howard,8,39.1869583,-76.749067,Warehouse,B,Existing,direct_existing_facility,True,True,True,205800,65100.0,65100.0,65100.0,0,True,100.0,205800.0,"24'0""",30'w x 31'd,27.0,"2/10'0""w x 12'0""h",CSX,,400a/277-480v,ESFR,City,City,0.66,136.0,1985.0,
T4-MD-00003,MD,MD.csv,3,Clubhouse Center,Clubhouse Center,300 Clubhouse Rd,Hunt Valley,24005,Baltimore,6,39.4828763,-76.6634032,Warehouse,B,Existing,direct_existing_facility,True,True,True,378000,86500.0,69300.0,69300.0,86500,True,77.54,205580.0,"24'0""",40'w x 40'd,25.0,"5/10'0""w x 12'0""h",,,6000a/277-480v 3p,Wet,City,City,1.9,719.0,1969.0,2004.0
T4-MD-00004,MD,MD.csv,4,Wedgewood II,Wedgewood II,4600 Wedgewood Blvd,Frederick,24021,Frederick,8,39.3598012,-77.4230993,Warehouse,A,Existing,direct_existing_facility,True,True,True,377700,56000.0,56000.0,33600.0,33600,True,91.1,377700.0,"24'0""",40'w x 40'd,60.0,"3/14'0""w x 16'0""h",,,4000a/220-440v 3p 4w,Wet,City,City,1.0,400.0,2000.0,
T4-MD-00005,MD,MD.csv,5,"1020 Airport 100 Way, Hanover, MD",,1020 Airport 100 Way,Hanover,24003,Anne Arundel,6,39.1695976,-76.7177614,Warehouse,B,Existing,direct_existing_facility,True,True,True,321504,50000.0,50000.0,0.0,0,True,100.0,321504.0,"32'0""",60'w x 60'd,35.0,"1/12'0""w x 14'0""h",,,277-480v 3p 4w,ESFR,,,0.78,250.0,2001.0,
T4-MD-00007,MD,MD.csv,7,Building 2,Building 2,242 Breaker Dr,Hagerstown,24043,Washington,8,39.6217256,-77.7014598,Distribution,A,Existing,direct_existing_facility,True,True,True,293129,293129.0,293129.0,293129.0,293129,True,0.0,293129.0,"36'0""",50'w x 54'd,53.0,2,,,4000a,ESFR,,,0.79,298.0,2024.0,
T4-MD-00008,MD,MD.csv,8,Library of Congress Annex,Library of Congress Annex,1701 Brightseat Rd,Landover,24033,Prince George's,11,38.9113184,-76.8525782,Distribution,B,Existing,direct_existing_facility,True,True,True,220593,125000.0,125000.0,125000.0,125000,True,43.33,110296.0,"24'0""",,20.0,"1/10'0""w x 12'0""h",,,1200a/220v 3p,Wet,,,1.13,200.0,1975.0,
T4-MD-00009,MD,MD.csv,9,"755 Chelsea Rd, Aberdeen, MD",,755 Chelsea Rd,Aberdeen,24025,Harford,38,39.4472745,-76.2123221,Warehouse,A,Existing,direct_existing_facility,True,True,True,259200,259200.0,259200.0,259200.0,259200,True,0.0,259200.0,"32'0""",54'w x 60'd,71.0,"3/12'0""w x 14'0""h",,,2500a,ESFR,,,0.9,,2024.0,
T4-MD-00010,MD,MD.csv,10,"8660 Cherry Ln, Laurel, MD",,8660 Cherry Ln,Laurel,24033,Prince George's,11,39.090893,-76.852495,Warehouse,C,Existing,direct_existing_facility,True,True,True,345451,58803.0,58803.0,58803.0,0,True,100.0,345451.0,"22'0""",30'w x 33'd,52.0,"9/7'0""w x 10'0""h",,,800a/480v 3p,Wet,City,City,0.45,157.0,1976.0,
T4-MD-00012,MD,MD.csv,12,"8203 Fischer Rd, Dundalk, MD",,8203 Fischer Rd,Dundalk,24005,Baltimore,6,39.273049,-76.4629695,Warehouse,C,Existing,direct_existing_facility,True,True,True,285550,174064.0,174064.0,126332.0,126332,True,55.76,285550.0,"26'0""",,22.0,"11/20'0""w x 14'0""h",,,120-480v 3p,Wet,City,City,0.67,100.0,1953.0,
T4-MD-00013,MD,MD.csv,13,"10000 Franklin Square Dr, Nottingham, MD",,10000 Franklin Square Dr,Nottingham,24005,Baltimore,6,39.3694024,-76.4582919,Warehouse,A,Existing,direct_existing_facility,True,True,True,392500,148215.0,148215.0,148215.0,148215,True,62.24,392500.0,"41'6""",46'w,52.0,3,,,8000a/277-480v 3p 4w,ESFR,City,City,0.45,297.0,1996.0,
T4-MD-00014,MD,MD.csv,14,"16522 Hunters Green Pky, Hagerstown, MD",,16522 Hunters Green Pky,Hagerstown,24043,Washington,8,39.6297607,-77.7962764,Distribution,A,Existing,direct_existing_facility,True,True,True,487000,309000.0,309000.0,309000.0,309000,True,36.55,487000.0,"35'0""",42'w x 50'd,77.0,1,,,2800a/277-480v 3p 4w,ESFR,,,0.28,139.0,2000.0,
T4-MD-00015,MD,MD.csv,15,"3300 Marlo Ln, Forestville, MD",,3300 Marlo Ln,Forestville,24033,Prince George's,11,38.8418176,-76.8724791,Warehouse,A,Existing,direct_existing_facility,True,True,True,216875,216875.0,109985.0,109985.0,216875,True,0.0,216875.0,"32'0""",42'w x 10'd,24.0,6,,,,Wet,,,1.84,156.0,1974.0,2015.0
T4-MD-00016,MD,MD.csv,16,Building B,Building B,7077-7081 Oakland Mills Rd,Columbia,24027,Howard,8,39.1749719,-76.8261595,Warehouse,B,Existing,direct_existing_facility,True,True,True,341784,102507.0,102507.0,102507.0,102507,True,70.01,341784.0,"22'0""",40'w x 40'd,40.0,"2/10'0""w x 12'0""h",CSX,,200a/277-480v,Wet,City,City,0.18,130.0,1975.0,
T4-MD-00017,MD,MD.csv,17,Dorsey Run Logistics Center,Dorsey Run Logistics Center,7551 Old Jessup Rd,Jessup,24003,Anne Arundel,6,39.1545194,-76.7730343,Distribution,A,Existing,direct_existing_facility,True,True,True,220544,220544.0,220544.0,220544.0,220544,True,0.0,220544.0,"36'0""",54'w x 50'd,52.0,2,,,2500a,ESFR,,,0.75,166.0,2025.0,
T4-MD-00018,MD,MD.csv,18,Harford Gateway Distribution Center,Harford Gateway Distribution Center,400 Old Post Rd,Aberdeen,24025,Harford,38,39.515929,-76.152024,Distribution,A,Existing,direct_existing_facility,True,True,True,348768,172963.0,172963.0,172963.0,172963,True,50.41,348768.0,"32'0""",42'w x 49'd,83.0,"2/12'0""w x 14'0""h",,,2000a/277-480v 3p,ESFR,City,City,0.6,289.0,2001.0,
T4-MD-00019,MD,MD.csv,19,Patapso Industrial Center,Patapso Industrial Center,1200 E Patapsco Ave,Baltimore,24510,Baltimore,6,39.2344586,-76.5918478,Warehouse,A,Existing,direct_existing_facility,True,True,True,265000,446800.0,446800.0,265000.0,265000,True,0.0,265000.0,"30'0""",,22.0,"4/10'0""w x 12'0""h",CSX,,1200a/120-480v 3p,,City,City,0.38,100.0,1978.0,1994.0
T4-MD-00021,MD,MD.csv,21,"6500 Sheriff Rd, Landover, MD",,6500 Sheriff Rd,Landover,24033,Prince George's,11,38.9109387,-76.8941399,Warehouse,B,Existing,direct_existing_facility,True,True,True,270751,80984.0,80984.0,80984.0,55030,True,79.68,270751.0,"21'0""",34'w x 28'd,57.0,"2/12'0""w x 14'0""h",,,7000a/277-480v 3p 4w,Wet,Yes,Yes,1.75,269.0,1960.0,2010.0
T4-MD-00022,MD,MD.csv,22,"1411 Tangier Dr, Middle River, MD",,1411 Tangier Dr,Middle River,24005,Baltimore,6,39.3451408,-76.4052895,Warehouse,A,Existing,direct_existing_facility,True,True,True,435490,217745.0,217745.0,217745.0,217745,True,50.0,435490.0,"32'0""",50'w x 50'd,110.0,"4/12'0""w x 14'0""h",,,4000a/277-480v 3p,ESFR,City,City,0.51,290.0,2015.0,
T4-MD-00023,MD,MD.csv,23,Savage Business Park,Savage Business Park,9425 Washington Blvd N,Laurel,24027,Howard,8,39.124832,-76.821736,Warehouse,B,Existing,direct_existing_facility,True,True,True,271200,47768.0,47768.0,47768.0,0,True,100.0,271200.0,"24'0""",,25.0,"3/10'0""w x 12'0""h",CSX,,120-208v 3p 4w,Wet,City,City,0.18,50.0,1986.0,
T4-MD-00024,MD,MD.csv,24,"3030 Waterview Ave, Baltimore, MD",,3030 Waterview Ave,Baltimore,24510,Baltimore,6,39.2548918,-76.6294915,Distribution,B,Existing,direct_existing_facility,True,True,True,343172,246635.0,246635.0,246635.0,246635,True,28.13,171586.0,"32'0""",45'w x 30'd,50.0,2,,,1500-3000a/277-480v 3p 4w,Wet,City,City,0.87,400.0,1987.0,
T4-MD-00025,MD,MD.csv,25,"3901 Dillon St, Baltimore, MD",,3901 Dillon St,Baltimore,24510,Baltimore,6,39.281233,-76.563487,Warehouse,C,Existing,direct_existing_facility,True,True,True,215694,118000.0,118000.0,118000.0,118000,True,45.29,107847.0,"19'0""",,19.0,"4/12'0""w x 14'0""h",Norfolk Southern,,,Wet,City,City,0.28,60.0,1942.0,
T4-MD-00026,MD,MD.csv,26,"9900-9906 Fallard Ct, Upper Marlboro, MD",,9900-9906 Fallard Ct,Upper Marlboro,24033,Prince George's,11,38.8083118,-76.8396623,Distribution,B,Existing,direct_existing_facility,True,True,True,210000,82000.0,82000.0,0.0,0,True,100.0,210000.0,"34'0""",50'w x 33'd,12.0,18,,,,Dry,,,0.36,80.0,1991.0,
T4-MD-00028,MD,MD.csv,28,"8125 Stayton Dr, Jessup, MD",,8125 Stayton Dr,Jessup,24027,Howard,8,39.145629,-76.800111,Warehouse,C,Existing,direct_existing_facility,True,True,True,205000,50000.0,50000.0,0.0,0,True,100.0,205000.0,"24'0""",42'w x 32'd,36.0,12,CSX,,277-488v,Dry,City,City,1.0,10.0,1972.0,
T4-MD-00039,MD,MD.csv,39,Riverside Distribution Center - Phase II,Riverside Distribution Center - Phase II,151 Bata Blvd,Belcamp,24025,Harford,38,39.4683436,-76.2327265,Distribution,A,Existing,direct_existing_facility,True,True,True,300546,140000.0,140000.0,0.0,0,True,100.0,300546.0,"45'0""",42'w x 50'd,40.0,"2/10'0""w x 12'0""h",,,1200a/277-480v 3p 4w,ESFR,,,0.2,60.0,2000.0,
T4-MD-00044,MD,MD.csv,44,Crossroads Commerce Center,Crossroads Commerce Center,1225 Bengies Rd,Middle River,24005,Baltimore,6,39.3424651,-76.420293,Distribution,A,Existing,direct_existing_facility,True,True,True,300000,63000.0,63000.0,0.0,0,True,100.0,300000.0,"32'0""",52'w x 48'd,41.0,2,,,800a/277-480v,ESFR,City,City,0.67,283.0,2007.0,
T4-MD-00046,MD,MD.csv,46,"3501 E Biddle St, Baltimore, MD",,3501 E Biddle St,Baltimore,24510,Baltimore,6,39.3040301,-76.567913,Warehouse,C,Existing,direct_existing_facility,True,True,True,212000,184442.0,184442.0,184442.0,184442,True,13.0,211432.0,"40'0""",,9.0,2,CSX,,Heavy,,,,2.48,676.0,1925.0,2009.0
T4-MD-00047,MD,MD.csv,47,"4930-4990 Boiling Brook Pky, Rockville, MD",,4930-4990 Boiling Brook Pky,Rockville,24031,Montgomery,11,39.046298,-77.100962,Warehouse,C,Existing,direct_existing_facility,True,True,True,220092,37210.0,37210.0,37210.0,24500,True,88.87,104543.0,"22'0""",,8.0,"4/10'0""w x 10'0""h",,,,Wet,City,City,2.0,131.0,1974.0,
T4-MD-00050,MD,MD.csv,50,"1351 Brass Mill Rd, Belcamp, MD",,1351 Brass Mill Rd,Belcamp,24025,Harford,38,39.4823104,-76.2334343,Warehouse,B,Existing,direct_existing_facility,True,True,True,252400,252400.0,252400.0,252400.0,252400,True,0.0,252400.0,"32'0""",51'w x 50'd,56.0,"1/8'0""w x 10'0""h",,,1200a,ESFR,City,City,0.45,120.0,1986.0,
T4-MD-00051,MD,MD.csv,51,Meadowridge Distribution Ctr 4,Meadowridge Distribution Ctr 4,6680 Business Pky,Elkridge,24027,Howard,8,39.1853969,-76.775702,Warehouse,A,Existing,direct_existing_facility,True,True,True,220800,323982.0,323982.0,220800.0,0,True,100.0,220800.0,"32'0""",48'w x 50'd,50.0,"1/10'0""w x 12'0""h",,,2500a/277-480v 3p,ESFR,City,City,0.45,100.0,2000.0,
T4-MD-00052,MD,MD.csv,52,Edgewood Logistics Center,Edgewood Logistics Center,1300 Business Center Way,Edgewood,24025,Harford,38,39.4348416,-76.3326297,Warehouse,A,Existing,direct_existing_facility,True,True,True,209564,209564.0,209564.0,209564.0,209564,True,0.0,209564.0,"32'0""",,37.0,2,,,,,,,0.77,162.0,2025.0,
T4-MD-00065,MD,MD.csv,65,Arundel Crossing 2,Arundel Crossing 2,1781 Crossroads Dr,Odenton,24003,Anne Arundel,6,39.09086,-76.689316,Warehouse,A,Existing,direct_existing_facility,True,True,True,343236,106080.0,106080.0,106080.0,0,True,100.0,343236.0,"30'0""",,52.0,1,,,277-480v,Wet,City,City,2.0,100.0,1998.0,
T4-MD-00070,MD,MD.csv,70,Diamond Logistics Center,Diamond Logistics Center,8250 Eastern Ave,Baltimore,24005,Baltimore,6,39.3006423,-76.498333,Distribution,A,Existing,direct_existing_facility,True,True,True,442200,442200.0,442200.0,442200.0,442200,True,0.0,442200.0,"40'0""",54'w x 60'd,77.0,"2/12'0""w x 14'0""h",,,4000a/277-480v 3p 4w,ESFR,,,1.07,567.0,2024.0,
T4-MD-00080,MD,MD.csv,80,Franklin Square IC I,Franklin Square IC I,10001 Franklin Square Dr,Baltimore,24005,Baltimore,6,39.3671233,-76.4575069,Warehouse,A,Existing,direct_existing_facility,True,True,True,217600,63871.0,63871.0,63871.0,27200,True,87.5,217600.0,"28'0""",40'w x 46'd,13.0,"3/10'0""w x 12'0""h",,,277-480v,ESFR,City,City,0.92,200.0,1997.0,
T4-MD-00084,MD,MD.csv,84,The Station at Glen Arm,The Station at Glen Arm,5200 Glen Arm Rd,Glen Arm,24005,Baltimore,6,39.4562735,-76.4966531,Warehouse,B,Existing,direct_existing_facility,True,True,True,220000,68800.0,,,68800,True,100.0,110000.0,"24'0""",65'w x 30'd,2.0,6,,,1-9999a/480v 3p,Wet,,,0.5,238.0,1960.0,
T4-MD-00097,MD,MD.csv,97,Chesapeake Commerce 5003,Chesapeake Commerce 5003,5003 Holabird Ave,Baltimore,24510,Baltimore,6,39.2710085,-76.5509021,Distribution,A,Existing,direct_existing_facility,True,True,True,344470,183055.0,183055.0,183055.0,183055,True,46.86,344470.0,"32'0""",40'w x 50'd,34.0,"3/12'0""w x 14'0""h",CSX,,400a/277-480v,ESFR,,,0.59,206.0,2008.0,
T4-MD-00098,MD,MD.csv,98,"5250-5330 Holabird Ave, Baltimore, MD",,5250-5330 Holabird Ave,Baltimore,24510,Baltimore,6,39.2752474,-76.5500682,Warehouse,B,Existing,direct_existing_facility,True,True,True,498923,244304.0,244304.0,244304.0,244304,True,51.03,249462.0,"22'0""",24'w x 30'd,28.0,1,,,3000a/277-480v 3p,Wet,City,,,,1965.0,2016.0
T4-MD-00101,MD,MD.csv,101,"4801 Hollins Ferry Rd, Halethorpe, MD",,4801 Hollins Ferry Rd,Halethorpe,24005,Baltimore,6,39.2264796,-76.6859199,Warehouse,B,Existing,direct_existing_facility,True,True,True,283178,101945.0,101945.0,101945.0,101945,True,64.0,278977.0,"24'11""",25'w x 40'd,57.0,"1/10'0""w x 12'0""h",,,800a/277-480v,ESFR,City,City,0.9,250.0,2008.0,
T4-MD-00109,MD,MD.csv,109,Building 3,Building 3,8411 Kelso Dr,Essex,24005,Baltimore,6,39.3247524,-76.4876177,Distribution,B,Existing,direct_existing_facility,True,True,True,272500,274821.0,274821.0,274821.0,272500,True,0.0,272500.0,"30'0""",50'w x 40'd,61.0,"10/12'0""w x 15'0""h",,,2500a/277v 3p 4w,ESFR,City,City,0.76,208.0,1998.0,2019.0
T4-MD-00110,MD,MD.csv,110,Building 1,Building 1,8415 Kelso Dr,Rosedale,24005,Baltimore,6,39.32652,-76.485048,Warehouse,B,Existing,direct_existing_facility,True,True,True,263000,186903.0,186903.0,186903.0,186903,True,28.93,263000.0,"30'0""",50'w x 40'd,33.0,5,,,,ESFR,,,0.45,120.0,1997.0,
T4-MD-00115,MD,MD.csv,115,"19224 Longmeadow Rd, Hagerstown, MD",,19224 Longmeadow Rd,Hagerstown,24043,Washington,8,39.6874254,-77.6993649,Distribution,C,Existing,direct_existing_facility,True,True,True,287300,287300.0,287300.0,287300.0,287300,True,0.0,287300.0,"35'0""",25'w x 50'd,16.0,"2/12'0""w x 12'0""h",Chesapeake & Ohio Railway,,4000a/208-480v 3p,Wet,Yes,Yes,0.73,225.0,1961.0,1973.0
T4-MD-00120,MD,MD.csv,120,Capital Gateway DC,Capital Gateway DC,14301 Mattawoman Dr,Brandywine,24033,Prince George's,11,38.692661,-76.8656501,Distribution,A,Existing,direct_existing_facility,True,True,True,393440,393440.0,,,393440,True,100.0,393440.0,"29'0""",48'w x 50'd,52.0,"1/12'0""w x 16'0""h",,,3000a/480v 3p,ESFR,City,City,0.39,154.0,1998.0,
T4-MD-00131,MD,MD.csv,131,"5107 North Point Blvd, Sparrows Point, MD",,5107 North Point Blvd,Sparrows Point,24005,Baltimore,6,39.2357545,-76.4580149,Warehouse,B,Existing,direct_existing_facility,True,True,True,485031,388551.0,,,388551,True,19.89,485031.0,"24'0""",20'w x 50'd,35.0,"7/12'0""w x 14'0""h",,,2800a,ESFR,,,0.15,105.0,1945.0,2017.0
T4-MD-00132,MD,MD.csv,132,"7100 Old Landover Rd, Landover, MD",,7100 Old Landover Rd,Landover,24033,Prince George's,11,38.9297393,-76.890043,Warehouse,B,Existing,direct_existing_facility,True,True,True,251227,55382.0,55382.0,55382.0,55382,True,77.96,251227.0,"18'0""",40'w x 40'd,27.0,"4/11'0""w x 11'0""h",,,800a/227-480v 3p 4w,Wet,City,City,0.98,246.0,1964.0,2014.0
T4-MD-00133,MD,MD.csv,133,Parkway 100 Distribution Center,Parkway 100 Distribution Center,7270 Park Circle Dr,Hanover,24003,Anne Arundel,6,39.1808795,-76.7305869,Warehouse,B,Existing,direct_existing_facility,True,True,True,216344,51797.0,51797.0,51797.0,51797,True,76.06,216344.0,"22'0""",34'w x 43'd,19.0,"6/10'0""w x 12'0""h",,,2500a/277v 3p,Wet,City,City,0.95,199.0,1977.0,
T4-MD-00141,MD,MD.csv,141,"8511 Pepco Pl, Upper Marlboro, MD",,8511 Pepco Pl,Upper Marlboro,24033,Prince George's,11,38.8372989,-76.8564211,Warehouse,A,Existing,direct_existing_facility,True,True,True,224000,155035.0,,,155035,True,100.0,224000.0,"30'0""",40'w x 40'd,26.0,2,,,277-480a,ESFR,City,City,1.0,252.0,2008.0,
T4-MD-00146,MD,MD.csv,146,Eldersburg Business Ctr,Eldersburg Business Ctr,1533 Progress Way,Eldersburg,24013,Carroll,8,39.4109233,-76.9433877,Warehouse,B,Existing,direct_existing_facility,True,True,True,200000,100208.0,100208.0,100208.0,0,True,100.0,200000.0,"28'0""",50'w x 50'd,23.0,"1/10'0""w x 12'0""h",,,1600a/277-480v 3p 4w,ESFR,County,County,0.4,146.0,2004.0,
T4-MD-00151,MD,MD.csv,151,"1940 Reservoir Rd, Sparrows Point, MD",,1940 Reservoir Rd,Sparrows Point,24005,Baltimore,6,39.2425182,-76.4803003,Warehouse,A,Existing,direct_existing_facility,True,True,True,450000,450000.0,450000.0,0.0,0,True,100.0,450000.0,"42'0""",,22.0,2,,,6000a/277-480v,ESFR,,,0.93,418.0,2023.0,
T4-MD-00156,MD,MD.csv,156,"6945 San Tomas Rd, Elkridge, MD",,6945 San Tomas Rd,Elkridge,24027,Howard,8,39.1836525,-76.745327,Warehouse,B,Existing,direct_existing_facility,True,True,True,343280,72240.0,72240.0,72240.0,0,True,100.0,153000.0,"28'0""",50'w x 45'd,30.0,"5/10'0""w x 12'0""h",,,2000a/120-208v 3p,,,,0.78,120.0,1988.0,
T4-MD-00165,MD,MD.csv,165,"1010 Swan Creek Dr, Glen Burnie, MD",,1010 Swan Creek Dr,Glen Burnie,24003,Anne Arundel,6,39.1936413,-76.5529682,Distribution,A,Existing,direct_existing_facility,True,True,True,359276,359276.0,359276.0,359276.0,359276,True,0.0,359276.0,"32'0""",43'w x 50'd,45.0,"4/10'0""w x 12'0""h",,,8000a 3p,ESFR,City,City,0.56,200.0,1999.0,
T4-MD-00169,MD,MD.csv,169,"7980 Tarbay Dr, Jessup, MD",,7980 Tarbay Dr,Jessup,24027,Howard,8,39.1537843,-76.7887526,Warehouse,B,Existing,direct_existing_facility,True,True,True,203615,203615.0,203615.0,203615.0,203615,True,0.0,203615.0,"28'0""",50'w x 50'd,34.0,1,CSX,,3000a,ESFR,,,0.49,100.0,1990.0,2020.0
T4-MD-00170,MD,MD.csv,170,Building 2,Building 2,Technology Dr,Aberdeen,24025,Harford,38,39.5262658,-76.1967598,Warehouse,A,Existing,direct_existing_facility,True,True,True,255362,255362.0,255362.0,255362.0,255362,True,0.0,255362.0,"36'0""",50'w x 54'd,47.0,2,,,,ESFR,,,0.78,199.0,2025.0,
T4-MD-00173,MD,MD.csv,173,"7101 Troy Hill Dr, Elkridge, MD",,7101 Troy Hill Dr,Elkridge,24027,Howard,8,39.2000336,-76.7587303,Warehouse,A,Existing,direct_existing_facility,True,True,True,314020,176651.0,176651.0,176651.0,176651,True,43.75,314020.0,"32'0""",,27.0,"2/10'0""w x 12'0""h",,,2400a/480v 3p 4w,ESFR,City,City,,,2001.0,
T4-MD-00179,MD,MD.csv,179,Savage 1,Savage 1,9327 Washington Blvd,Savage,24027,Howard,8,39.125156,-76.8197373,Warehouse,B,Existing,direct_existing_facility,True,True,True,291000,127324.0,127324.0,127324.0,127324,True,56.25,291000.0,"24'0""",30'w x 31'd,73.0,"2/10'0""w x 12'0""h",CSX,,277-480v 3p 4w,Wet,City,City,0.57,165.0,1975.0,1998.0
